100	0.100000	0.064000
200	0.160000	0.116000
300	0.231000	0.152000
400	0.308000	0.192000
500	0.392000	0.239000
600	0.472000	0.283000
700	0.544000	0.335000
800	0.623000	0.379000
900	0.703000	0.428000
1000	0.783000	0.479000
